event_id,user_id,session_id,event_type,timestamp,page_url,product_id,search_query,device_type,browser,ip_address,properties
274196c1-edb7-4cc6-bbf7-862754f78034,592f1ad1-1a05-4483-b9d7-8c9381a4f05b,5e906a96-d668-459c-aefe-e6241e1e6209,login,2025-06-17 10:17:42.606729,,,,desktop,firefox,14.142.8.196,{}
be64c108-0713-4287-bf1b-afec7295d992,592f1ad1-1a05-4483-b9d7-8c9381a4f05b,5e906a96-d668-459c-aefe-e6241e1e6209,search,2025-06-17 10:26:42.606729,,,phone,desktop,chrome,178.233.93.46,{'results_count': 80}
e1d3bab2-9def-4e05-a497-5ad0db27776d,592f1ad1-1a05-4483-b9d7-8c9381a4f05b,5e906a96-d668-459c-aefe-e6241e1e6209,product_view,2025-06-17 10:24:42.606729,/product/b1e34720-637d-4a69-bdd7-c194533c72a3,b1e34720-637d-4a69-bdd7-c194533c72a3,,desktop,chrome,87.29.246.152,{}
fa949f36-e9b4-4604-b1ab-dc68114f4842,592f1ad1-1a05-4483-b9d7-8c9381a4f05b,5e906a96-d668-459c-aefe-e6241e1e6209,product_view,2025-06-17 10:23:42.606729,/product/ec7afc5f-8d3f-4add-af53-755103ab051c,ec7afc5f-8d3f-4add-af53-755103ab051c,,mobile,chrome,193.222.16.240,{}
39a11e8b-6e3f-40f1-8774-fb70ec8e0716,592f1ad1-1a05-4483-b9d7-8c9381a4f05b,5e906a96-d668-459c-aefe-e6241e1e6209,add_to_cart,2025-06-17 10:26:42.606729,/product/9b0850b5-1930-406c-8407-193227932ea8,9b0850b5-1930-406c-8407-193227932ea8,,tablet,safari,81.248.212.251,{}
9518f028-403e-42d9-b444-81b5a5880e71,592f1ad1-1a05-4483-b9d7-8c9381a4f05b,5e906a96-d668-459c-aefe-e6241e1e6209,product_view,2025-06-17 10:13:42.606729,/product/61eb368a-83fb-4b48-a096-3f8efa3fcb31,61eb368a-83fb-4b48-a096-3f8efa3fcb31,,desktop,safari,131.19.107.138,{}
5701e6cd-9f4c-4cee-8417-b4b1f0e18522,592f1ad1-1a05-4483-b9d7-8c9381a4f05b,5e906a96-d668-459c-aefe-e6241e1e6209,product_view,2025-06-17 10:19:42.606729,/product/9b0850b5-1930-406c-8407-193227932ea8,9b0850b5-1930-406c-8407-193227932ea8,,tablet,safari,152.247.124.248,{}
4f0854ab-410f-4af5-b6b2-ff73139d2d20,592f1ad1-1a05-4483-b9d7-8c9381a4f05b,5e906a96-d668-459c-aefe-e6241e1e6209,add_to_cart,2025-06-17 10:25:42.606729,/product/16cf2f52-b988-4a65-ae7b-085d0a6143be,16cf2f52-b988-4a65-ae7b-085d0a6143be,,tablet,edge,194.99.76.110,{}
8c82f3b9-ce75-49f0-a203-dd61324788b3,592f1ad1-1a05-4483-b9d7-8c9381a4f05b,5e906a96-d668-459c-aefe-e6241e1e6209,product_view,2025-06-17 10:26:42.606729,/product/16cf2f52-b988-4a65-ae7b-085d0a6143be,16cf2f52-b988-4a65-ae7b-085d0a6143be,,tablet,chrome,61.173.188.41,{}
ab9a6fc9-b2eb-4059-95da-2591a01ef116,592f1ad1-1a05-4483-b9d7-8c9381a4f05b,5e906a96-d668-459c-aefe-e6241e1e6209,add_to_cart,2025-06-17 10:12:42.606729,/product/9b0850b5-1930-406c-8407-193227932ea8,9b0850b5-1930-406c-8407-193227932ea8,,mobile,firefox,24.173.65.22,{}
ba48ae41-c876-4dfe-aa5c-ae6f6e5ec249,592f1ad1-1a05-4483-b9d7-8c9381a4f05b,5e906a96-d668-459c-aefe-e6241e1e6209,product_view,2025-06-17 10:26:42.606729,/product/a5d2cfcf-34c3-4f85-bd27-a459ad336d9e,a5d2cfcf-34c3-4f85-bd27-a459ad336d9e,,mobile,firefox,1.237.79.151,{}
080f203c-64b4-4473-8f51-848c1e93522d,592f1ad1-1a05-4483-b9d7-8c9381a4f05b,5e906a96-d668-459c-aefe-e6241e1e6209,add_to_cart,2025-06-17 10:26:42.606729,/product/52739ccd-f331-4b70-ab84-02534e49c9d1,52739ccd-f331-4b70-ab84-02534e49c9d1,,desktop,safari,28.149.32.148,{}
9d67384a-dd1e-492f-b54d-8f94d5447a82,592f1ad1-1a05-4483-b9d7-8c9381a4f05b,5e906a96-d668-459c-aefe-e6241e1e6209,checkout_start,2025-06-17 10:10:42.606729,,,,desktop,firefox,74.77.50.171,{}
5ee17940-ae65-4f7f-a1a1-184dc6e3f781,592f1ad1-1a05-4483-b9d7-8c9381a4f05b,5e906a96-d668-459c-aefe-e6241e1e6209,purchase,2025-06-17 10:17:42.606729,,,,tablet,safari,211.159.103.254,{'amount': 164.85}
99232e79-386a-4c63-b467-19fc8a51df75,592f1ad1-1a05-4483-b9d7-8c9381a4f05b,5e906a96-d668-459c-aefe-e6241e1e6209,page_view,2025-06-17 10:02:42.606729,/home,,,desktop,safari,217.57.95.28,{}
8cd09dfc-f016-48bf-92a3-6d179bd57290,592f1ad1-1a05-4483-b9d7-8c9381a4f05b,c9fde45a-f1d9-44ac-bee6-407f8aa754b1,login,2025-06-17 04:46:42.606729,,,,desktop,safari,169.155.143.250,{}
a54aca63-d9d2-4767-8042-05b3486a22bd,592f1ad1-1a05-4483-b9d7-8c9381a4f05b,c9fde45a-f1d9-44ac-bee6-407f8aa754b1,page_view,2025-06-17 05:06:42.606729,/products,,,tablet,edge,195.106.152.133,{}
141fdf56-16d4-40da-9ee0-421ec8c7f36c,592f1ad1-1a05-4483-b9d7-8c9381a4f05b,c9fde45a-f1d9-44ac-bee6-407f8aa754b1,product_view,2025-06-17 04:54:42.606729,/product/db50c061-a0e6-474f-8912-207db50e005e,db50c061-a0e6-474f-8912-207db50e005e,,desktop,chrome,196.136.211.218,{}
513a5a1c-4608-4615-9803-02a1d2ce3ad4,592f1ad1-1a05-4483-b9d7-8c9381a4f05b,c9fde45a-f1d9-44ac-bee6-407f8aa754b1,product_view,2025-06-17 04:46:42.606729,/product/319b21fe-cf53-406a-b2bf-85e46045d68f,319b21fe-cf53-406a-b2bf-85e46045d68f,,desktop,chrome,47.35.205.19,{}
d4998fa7-416c-4cd3-9346-70bb5a46d534,592f1ad1-1a05-4483-b9d7-8c9381a4f05b,c9fde45a-f1d9-44ac-bee6-407f8aa754b1,product_view,2025-06-17 04:47:42.606729,/product/9b0850b5-1930-406c-8407-193227932ea8,9b0850b5-1930-406c-8407-193227932ea8,,desktop,chrome,218.41.216.227,{}
99e5064b-79df-43ec-b0a9-88b68db58b6e,592f1ad1-1a05-4483-b9d7-8c9381a4f05b,c9fde45a-f1d9-44ac-bee6-407f8aa754b1,add_to_cart,2025-06-17 04:59:42.606729,/product/546d780a-c9cd-48ae-b5d2-8f12f84f2de0,546d780a-c9cd-48ae-b5d2-8f12f84f2de0,,tablet,chrome,31.122.176.123,{}
8e77297e-59d1-4d22-879f-35034bf94128,592f1ad1-1a05-4483-b9d7-8c9381a4f05b,c9fde45a-f1d9-44ac-bee6-407f8aa754b1,checkout_start,2025-06-17 05:07:42.606729,,,,desktop,chrome,196.61.98.85,{}
bad5933e-2a85-4540-b1ce-1db3270919ce,592f1ad1-1a05-4483-b9d7-8c9381a4f05b,c9fde45a-f1d9-44ac-bee6-407f8aa754b1,page_view,2025-06-17 05:05:42.606729,/about,,,mobile,edge,32.37.233.179,{}
e00871da-6adf-4dce-9fbd-b6190ac9b2c6,592f1ad1-1a05-4483-b9d7-8c9381a4f05b,c9fde45a-f1d9-44ac-bee6-407f8aa754b1,page_view,2025-06-17 05:06:42.606729,/contact,,,tablet,firefox,58.46.145.92,{}
3bc0e8b3-d77f-4ace-8f86-5fa2011de6ce,592f1ad1-1a05-4483-b9d7-8c9381a4f05b,c9fde45a-f1d9-44ac-bee6-407f8aa754b1,product_view,2025-06-17 04:57:42.606729,/product/d264132f-13bd-4a82-8e8d-568b55b80ad8,d264132f-13bd-4a82-8e8d-568b55b80ad8,,mobile,firefox,62.186.199.115,{}
28e751a7-87b9-4938-9882-54fd3e9c0dae,592f1ad1-1a05-4483-b9d7-8c9381a4f05b,c9fde45a-f1d9-44ac-bee6-407f8aa754b1,page_view,2025-06-17 04:52:42.606729,/home,,,tablet,safari,14.144.114.59,{}
a01e28a6-4179-4eac-bc9a-de631d5dc42c,592f1ad1-1a05-4483-b9d7-8c9381a4f05b,c9fde45a-f1d9-44ac-bee6-407f8aa754b1,page_view,2025-06-17 04:43:42.606729,/about,,,mobile,firefox,216.164.160.173,{}
2aae5f7a-122e-4757-babf-f2c17d7cbd51,592f1ad1-1a05-4483-b9d7-8c9381a4f05b,c9fde45a-f1d9-44ac-bee6-407f8aa754b1,page_view,2025-06-17 04:48:42.606729,/about,,,mobile,edge,112.92.16.97,{}
6ad063fa-9aa6-4514-86ca-2ff68152ebcf,592f1ad1-1a05-4483-b9d7-8c9381a4f05b,c9fde45a-f1d9-44ac-bee6-407f8aa754b1,product_view,2025-06-17 05:06:42.606729,/product/7c4c5103-7aa0-4008-bf49-51104c26f889,7c4c5103-7aa0-4008-bf49-51104c26f889,,desktop,firefox,147.97.50.203,{}
3c1b0bd3-8e6f-4e19-8ed5-14f196b3760d,592f1ad1-1a05-4483-b9d7-8c9381a4f05b,c9fde45a-f1d9-44ac-bee6-407f8aa754b1,product_view,2025-06-17 05:07:42.606729,/product/1a508118-9ded-4bf9-97b4-8d35419c6a2b,1a508118-9ded-4bf9-97b4-8d35419c6a2b,,mobile,edge,48.110.120.45,{}
fe740bf4-c4c8-4128-b4cb-c2f4e33b4236,592f1ad1-1a05-4483-b9d7-8c9381a4f05b,c9fde45a-f1d9-44ac-bee6-407f8aa754b1,page_view,2025-06-17 05:07:42.606729,/home,,,desktop,chrome,221.7.145.74,{}
3a88ffb3-6fdd-43b1-8232-69cc5eba8fe4,592f1ad1-1a05-4483-b9d7-8c9381a4f05b,c9fde45a-f1d9-44ac-bee6-407f8aa754b1,page_view,2025-06-17 05:04:42.606729,/contact,,,mobile,chrome,61.225.218.171,{}
ca7c6453-b7bf-4865-909c-93ec00c1b4af,592f1ad1-1a05-4483-b9d7-8c9381a4f05b,c9fde45a-f1d9-44ac-bee6-407f8aa754b1,page_view,2025-06-17 05:00:42.606729,/products,,,mobile,edge,108.164.33.215,{}
e5f1f34c-bb86-4f1b-a166-6fc4706487b0,592f1ad1-1a05-4483-b9d7-8c9381a4f05b,c9fde45a-f1d9-44ac-bee6-407f8aa754b1,logout,2025-06-17 05:06:42.606729,,,,mobile,chrome,37.216.229.254,{}
9fcc19ff-2d0e-4e8e-ab84-7a5027831b1d,8a6c1fe3-c2c8-45a3-8007-209d1127f24b,bd28d6b6-04be-4b62-bb13-04467b20e55d,login,2025-06-17 02:09:42.606729,,,,desktop,edge,177.80.64.105,{}
376360ff-85f1-47fd-a735-2a2a46604c9a,8a6c1fe3-c2c8-45a3-8007-209d1127f24b,bd28d6b6-04be-4b62-bb13-04467b20e55d,search,2025-06-17 02:10:42.606729,,,shoes,desktop,safari,32.53.15.7,{'results_count': 83}
7d48f26b-2d8b-49f8-a256-314218fcd284,8a6c1fe3-c2c8-45a3-8007-209d1127f24b,bd28d6b6-04be-4b62-bb13-04467b20e55d,page_view,2025-06-17 02:05:42.606729,/contact,,,tablet,safari,134.198.83.212,{}
6f371065-e350-457b-b2c7-ed5c27ef8f34,8a6c1fe3-c2c8-45a3-8007-209d1127f24b,bd28d6b6-04be-4b62-bb13-04467b20e55d,product_view,2025-06-17 02:17:42.606729,/product/03018f71-2ca4-4db7-b9b3-110dadeeda08,03018f71-2ca4-4db7-b9b3-110dadeeda08,,mobile,firefox,34.241.177.243,{}
474bfcc9-5dc4-4ca7-9a2e-a7482ceca0f6,8a6c1fe3-c2c8-45a3-8007-209d1127f24b,bd28d6b6-04be-4b62-bb13-04467b20e55d,product_view,2025-06-17 02:11:42.606729,/product/2ccd5462-06e0-42da-b6cf-50dd5223294a,2ccd5462-06e0-42da-b6cf-50dd5223294a,,mobile,chrome,179.85.155.35,{}
dafe4f5c-1ac5-4301-8c89-2f8312e14e9e,8a6c1fe3-c2c8-45a3-8007-209d1127f24b,bd28d6b6-04be-4b62-bb13-04467b20e55d,add_to_cart,2025-06-17 02:25:42.606729,/product/2f06d9e7-9270-4d03-bbde-03bcc7a71e64,2f06d9e7-9270-4d03-bbde-03bcc7a71e64,,tablet,safari,161.128.26.253,{}
edeba8fc-141b-4546-8695-16ada3e76d22,8a6c1fe3-c2c8-45a3-8007-209d1127f24b,bd28d6b6-04be-4b62-bb13-04467b20e55d,checkout_start,2025-06-17 02:04:42.606729,,,,tablet,edge,9.32.222.83,{}
fe0d0765-27da-4704-904d-9ae60989e3cd,8a6c1fe3-c2c8-45a3-8007-209d1127f24b,bd28d6b6-04be-4b62-bb13-04467b20e55d,purchase,2025-06-17 02:18:42.606729,,,,tablet,firefox,134.195.150.211,{'amount': 468.12}
65d76d87-32c6-4e07-8941-a89eab2f3a38,8a6c1fe3-c2c8-45a3-8007-209d1127f24b,bd28d6b6-04be-4b62-bb13-04467b20e55d,page_view,2025-06-17 02:17:42.606729,/contact,,,mobile,chrome,64.199.142.97,{}
696e92f7-f809-4e62-83cc-78d1c371bcc7,8a6c1fe3-c2c8-45a3-8007-209d1127f24b,bd28d6b6-04be-4b62-bb13-04467b20e55d,logout,2025-06-17 02:03:42.606729,,,,desktop,safari,115.254.198.102,{}
e512eedf-016e-4d33-9e8d-a591e59bf1c6,8a6c1fe3-c2c8-45a3-8007-209d1127f24b,69e2f359-4b83-4547-ae70-ff8628c8122e,page_view,2025-06-17 14:40:42.606729,/home,,,desktop,chrome,137.155.1.84,{}
72454fd5-8016-4f47-b4ef-31da43824c04,8a6c1fe3-c2c8-45a3-8007-209d1127f24b,69e2f359-4b83-4547-ae70-ff8628c8122e,product_view,2025-06-17 14:48:42.606729,/product/d36230a3-c22e-409a-a28e-ca81c9c494e8,d36230a3-c22e-409a-a28e-ca81c9c494e8,,mobile,chrome,196.136.44.11,{}
0553b44f-d051-4992-a055-c641805a082c,8a6c1fe3-c2c8-45a3-8007-209d1127f24b,69e2f359-4b83-4547-ae70-ff8628c8122e,add_to_cart,2025-06-17 14:46:42.606729,/product/fa0ee612-b1a2-4f56-8cf3-2115e7c2ff4f,fa0ee612-b1a2-4f56-8cf3-2115e7c2ff4f,,tablet,safari,28.1.106.216,{}
1b5a903f-f49f-45ef-8e2e-2f19dbab8a27,8a6c1fe3-c2c8-45a3-8007-209d1127f24b,69e2f359-4b83-4547-ae70-ff8628c8122e,product_view,2025-06-17 14:56:42.606729,/product/52739ccd-f331-4b70-ab84-02534e49c9d1,52739ccd-f331-4b70-ab84-02534e49c9d1,,mobile,safari,195.16.48.80,{}
db409fd0-3dae-47a5-b7ad-0c7e28dc058c,8a6c1fe3-c2c8-45a3-8007-209d1127f24b,69e2f359-4b83-4547-ae70-ff8628c8122e,logout,2025-06-17 14:55:42.606729,,,,tablet,chrome,147.232.220.17,{}
9cb661b1-4713-49c3-a6d4-9a4b52c7e9e7,332ef0bc-bb50-4c2d-83d4-4c1f67a455a5,094cf3d7-1996-4c8c-9ae4-d5e540140f55,login,2025-06-17 08:21:42.606729,,,,tablet,edge,1.61.235.228,{}
0c249b47-fe50-42cb-88ad-255879310ec9,332ef0bc-bb50-4c2d-83d4-4c1f67a455a5,094cf3d7-1996-4c8c-9ae4-d5e540140f55,search,2025-06-17 08:18:42.606729,,,shirt,desktop,chrome,176.128.238.151,{'results_count': 92}
722f6152-81aa-4fa3-b7e1-83109f871172,332ef0bc-bb50-4c2d-83d4-4c1f67a455a5,094cf3d7-1996-4c8c-9ae4-d5e540140f55,product_view,2025-06-17 08:27:42.606729,/product/6a7a189d-5e4d-4c71-9c3e-7097fb7b3e9a,6a7a189d-5e4d-4c71-9c3e-7097fb7b3e9a,,tablet,edge,119.85.252.246,{}
eb44fc31-feda-48ac-98fd-c64911f5fc37,332ef0bc-bb50-4c2d-83d4-4c1f67a455a5,094cf3d7-1996-4c8c-9ae4-d5e540140f55,page_view,2025-06-17 08:09:42.606729,/products,,,desktop,chrome,166.65.154.80,{}
c7f57886-2322-4a25-82ef-b1949b59fe4e,332ef0bc-bb50-4c2d-83d4-4c1f67a455a5,094cf3d7-1996-4c8c-9ae4-d5e540140f55,product_view,2025-06-17 08:34:42.606729,/product/a493647f-02f5-45af-a76d-30e2cdd8faad,a493647f-02f5-45af-a76d-30e2cdd8faad,,desktop,edge,139.207.74.17,{}
de9989d5-b2e2-4655-8cc6-6183249f2c03,332ef0bc-bb50-4c2d-83d4-4c1f67a455a5,094cf3d7-1996-4c8c-9ae4-d5e540140f55,product_view,2025-06-17 08:34:42.606729,/product/d57516d8-fdd3-4bce-80f8-c1d040b7ce95,d57516d8-fdd3-4bce-80f8-c1d040b7ce95,,mobile,firefox,101.109.208.228,{}
eb9ed7af-7646-45f5-8cea-076855b7c91c,332ef0bc-bb50-4c2d-83d4-4c1f67a455a5,094cf3d7-1996-4c8c-9ae4-d5e540140f55,product_view,2025-06-17 08:33:42.606729,/product/0a449183-52b9-40f9-a811-2abb4bd93be3,0a449183-52b9-40f9-a811-2abb4bd93be3,,desktop,firefox,140.195.174.219,{}
0d502af1-4170-4660-8042-44ad9597c8af,332ef0bc-bb50-4c2d-83d4-4c1f67a455a5,094cf3d7-1996-4c8c-9ae4-d5e540140f55,product_view,2025-06-17 08:33:42.606729,/product/cce386ae-c28f-4012-a834-d810c2178206,cce386ae-c28f-4012-a834-d810c2178206,,tablet,chrome,132.63.193.144,{}
c06c2bde-1e1c-4f2c-9246-503d6f37fd0d,332ef0bc-bb50-4c2d-83d4-4c1f67a455a5,094cf3d7-1996-4c8c-9ae4-d5e540140f55,product_view,2025-06-17 08:28:42.606729,/product/d36230a3-c22e-409a-a28e-ca81c9c494e8,d36230a3-c22e-409a-a28e-ca81c9c494e8,,desktop,firefox,216.8.168.202,{}
11da32e7-0103-44a1-8439-6266afeca949,332ef0bc-bb50-4c2d-83d4-4c1f67a455a5,094cf3d7-1996-4c8c-9ae4-d5e540140f55,product_view,2025-06-17 08:17:42.606729,/product/aad76b2a-adfa-4242-af9f-f8612384dc96,aad76b2a-adfa-4242-af9f-f8612384dc96,,mobile,safari,85.229.240.74,{}
436b202d-538d-47d1-88b3-5cf1b7cc5969,332ef0bc-bb50-4c2d-83d4-4c1f67a455a5,094cf3d7-1996-4c8c-9ae4-d5e540140f55,product_view,2025-06-17 08:34:42.606729,/product/f6c25727-42bd-46ef-9393-add082368e08,f6c25727-42bd-46ef-9393-add082368e08,,mobile,edge,169.7.137.43,{}
fec27d54-662c-41ac-8db6-28605ed40844,332ef0bc-bb50-4c2d-83d4-4c1f67a455a5,094cf3d7-1996-4c8c-9ae4-d5e540140f55,page_view,2025-06-17 08:23:42.606729,/about,,,mobile,chrome,73.249.59.72,{}
db1b7adc-6485-4622-b9a0-2253f20b662a,332ef0bc-bb50-4c2d-83d4-4c1f67a455a5,094cf3d7-1996-4c8c-9ae4-d5e540140f55,product_view,2025-06-17 08:13:42.606729,/product/d264132f-13bd-4a82-8e8d-568b55b80ad8,d264132f-13bd-4a82-8e8d-568b55b80ad8,,tablet,chrome,110.70.153.206,{}
